"ST","STATE","OCC_CODE","OCC_TITLE","GROUP","TOT_EMP","H_MEAN","A_MEAN"
"ID","Idaho","45-2011","Agricultural inspectors",NA,"260","17.82","37070"
"NE","Nebraska","23-2092","Law clerks",NA,"260","17.89","37210"
"NV","Nevada","11-9031","Education administrators, preschool and child care center/program",NA,"260","17.96","37360"
"ID","Idaho","19-4099","Life, physical, and social science technicians, all other",NA,"260","18.05","37540"
"WA","Washington","33-9011","Animal control workers",NA,"260","18.09","37630"
"NM","New Mexico","31-2021","Physical therapist assistants",NA,"260","18.13","37720"
"ID","Idaho","51-4111","Tool and die makers",NA,"260","18.31","38080"
"MT","Montana","25-1194","Vocational education teachers, postsecondary",NA,"260","18.43","38340"
"ID","Idaho","51-9122","Painters, transportation equipment",NA,"260","18.55","38580"
"WY","Wyoming","43-4061","Eligibility interviewers, government programs",NA,"260","18.56","38600"
"ND","North Dakota","17-3022","Civil engineering technicians",NA,"260","18.80","39110"
"VA","Virginia","21-2021","Directors, religious activities and education",NA,"260","18.89","39290"
"MT","Montana","49-9044","Millwrights",NA,"260","18.90","39320"
"MO","Missouri","47-2161","Plasterers and stucco masons",NA,"260","19.02","39560"
"WY","Wyoming","37-1012","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",NA,"260","19.04","39600"
"MD","Maryland","17-3019","Drafters, all other",NA,"260","19.09","39710"
"SC","South Carolina","27-1021","Commercial and industrial designers",NA,"260","19.10","39730"
"WA","Washington","39-4011","Embalmers",NA,"260","19.17","39870"
"NJ","New Jersey","47-4061","Rail-track laying and maintenance equipment operators",NA,"260","19.26","40050"
"LA","Louisiana","45-1011","First-line supervisors/managers of farming, fishing, and forestry workers",NA,"260","19.29","40120"
"OK","Oklahoma","27-1025","Interior designers",NA,"260","19.42","40400"
"WA","Washington","33-3011","Bailiffs",NA,"260","19.58","40730"
"OH","Ohio","47-2042","Floor layers, except carpet, wood, and hard tiles",NA,"260","19.62","40800"
"NC","North Carolina","47-2011","Boilermakers",NA,"260","19.65","40880"
"PA","Pennsylvania","53-6011","Bridge and lock tenders",NA,"260","19.68","40930"
"OK","Oklahoma","17-3024","Electro-mechanical technicians",NA,"260","19.93","41460"
"RI","Rhode Island","23-2099","Legal support workers, all other",NA,"260","19.93","41460"
"CO","Colorado","21-1013","Marriage and family therapists",NA,"260","20.06","41720"
"MS","Mississippi","33-9021","Private detectives and investigators",NA,"260","20.10","41810"
"ND","North Dakota","29-1126","Respiratory therapists",NA,"260","20.12","41850"
"IL","Illinois","47-5099","Extraction workers, all other",NA,"260","20.13","41870"
"RI","Rhode Island","49-2098","Security and fire alarm systems installers",NA,"260","20.23","42070"
"NE","Nebraska","17-3019","Drafters, all other",NA,"260","20.27","42170"
"ND","North Dakota","21-1011","Substance abuse and behavioral disorder counselors",NA,"260","20.28","42190"
"GA","Georgia","21-1019","Counselors, all other",NA,"260","20.29","42200"
"OK","Oklahoma","49-9044","Millwrights",NA,"260","20.34","42300"
"IL","Illinois","19-4093","Forest and conservation technicians",NA,"260","20.42","42470"
"WI","Wisconsin","49-9069","Precision instrument and equipment repairers, all other",NA,"260","20.51","42660"
"GU","Guam","13-1041","Compliance officers, except agriculture, construction, health and safety, and transportation",NA,"260","20.60","42840"
"RI","Rhode Island","29-2055","Surgical technologists",NA,"260","20.60","42840"
"MA","Massachusetts","47-4061","Rail-track laying and maintenance equipment operators",NA,"260","20.62","42890"
"NH","New Hampshire","43-5011","Cargo and freight agents",NA,"260","20.83","43320"
"UT","Utah","29-2031","Cardiovascular technologists and technicians",NA,"260","21.11","43910"
"WI","Wisconsin","23-2092","Law clerks",NA,"260","21.11","43900"
"NH","New Hampshire","17-3019","Drafters, all other",NA,"260","21.20","44110"
"ME","Maine","29-1031","Dietitians and nutritionists",NA,"260","21.60","44920"
"PR","Puerto Rico","19-1022","Microbiologists",NA,"260","21.64","45010"
"MA","Massachusetts","49-9096","Riggers",NA,"260","21.67","45070"
"AL","Alabama","31-2011","Occupational therapist assistants",NA,"260","21.73","45210"
"NY","New York","53-7072","Pump operators, except wellhead pumpers",NA,"260","21.79","45330"
"VT","Vermont","21-1092","Probation officers and correctional treatment specialists",NA,"260","21.82","45390"
"PA","Pennsylvania","49-9045","Refractory materials repairers, except brickmasons",NA,"260","21.90","45540"
"VT","Vermont","17-3022","Civil engineering technicians",NA,"260","22.10","45970"
"WY","Wyoming","41-1012","First-line supervisors/managers of non-retail sales workers",NA,"260","22.19","46160"
"LA","Louisiana","17-3025","Environmental engineering technicians",NA,"260","22.29","46370"
"SC","South Carolina","19-3051","Urban and regional planners",NA,"260","22.70","47210"
"IL","Illinois","27-1027","Set and exhibit designers",NA,"260","22.80","47430"
"LA","Louisiana","15-2031","Operations research analysts",NA,"260","22.82","47470"
"NV","Nevada","47-5049","Mining machine operators, all other",NA,"260","23.11","48060"
"ME","Maine","29-9099","Healthcare practitioners and technical workers, all other",NA,"260","23.34","48560"
"NE","Nebraska","49-9062","Medical equipment repairers",NA,"260","23.35","48560"
"MA","Massachusetts","29-2054","Respiratory therapy technicians",NA,"260","23.48","48840"
"DC","District of Columbia","47-2073","Operating engineers and other construction equipment operators",NA,"260","23.89","49700"
"NJ","New Jersey","17-3024","Electro-mechanical technicians",NA,"260","23.94","49800"
"CO","Colorado","19-4092","Forensic science technicians",NA,"260","24.32","50590"
"MT","Montana","19-1032","Foresters",NA,"260","24.48","50910"
"SC","South Carolina","13-1061","Emergency management specialists",NA,"260","24.68","51330"
"HI","Hawaii","13-2053","Insurance underwriters",NA,"260","24.69","51360"
"ND","North Dakota","13-1079","Human resources, training, and labor relations specialists, all other",NA,"260","24.90","51790"
"CT","Connecticut","27-4014","Sound engineering technicians",NA,"260","25.04","52080"
"NM","New Mexico","51-4081","Multiple machine tool setters, operators, and tenders, metal and plastic",NA,"260","25.16","52320"
"CO","Colorado","51-8092","Gas plant operators",NA,"260","25.19","52390"
"WV","West Virginia","17-3029","Engineering technicians, except drafters, all other",NA,"260","25.28","52570"
"ND","North Dakota","13-2052","Personal financial advisors",NA,"260","25.57","53180"
"CO","Colorado","25-4012","Curators",NA,"260","25.63","53310"
"PR","Puerto Rico","11-2031","Public relations managers",NA,"260","25.86","53790"
"KS","Kansas","19-1013","Soil and plant scientists",NA,"260","25.96","54000"
"WA","Washington","47-2022","Stonemasons",NA,"260","26.04","54160"
"ND","North Dakota","33-3021","Detectives and criminal investigators",NA,"260","26.52","55160"
"ID","Idaho","11-2011","Advertising and promotions managers",NA,"260","26.59","55310"
"PA","Pennsylvania","27-1022","Fashion designers",NA,"260","26.60","55330"
"DE","Delaware","29-1126","Respiratory therapists",NA,"260","26.71","55550"
"DC","District of Columbia","27-4031","Camera operators, television, video, and motion picture",NA,"260","26.76","55660"
"UT","Utah","29-2032","Diagnostic medical sonographers",NA,"260","27.04","56240"
"MN","Minnesota","19-1022","Microbiologists",NA,"260","27.05","56270"
"LA","Louisiana","19-1032","Foresters",NA,"260","27.26","56700"
"PR","Puerto Rico","13-1081","Logisticians",NA,"260","27.31","56810"
"NC","North Carolina","19-1022","Microbiologists",NA,"260","27.45","57100"
"NE","Nebraska","13-2031","Budget analysts",NA,"260","27.51","57220"
"MN","Minnesota","49-2093","Electrical and electronics installers and repairers, transportation equipment",NA,"260","27.60","57410"
"KY","Kentucky","53-6051","Transportation inspectors",NA,"260","27.77","57760"
"RI","Rhode Island","19-3021","Market research analysts",NA,"260","27.81","57840"
"RI","Rhode Island","25-9031","Instructional coordinators",NA,"260","28.24","58730"
"MD","Maryland","25-4011","Archivists",NA,"260","28.26","58790"
"HI","Hawaii","29-1122","Occupational therapists",NA,"260","28.35","58960"
"WV","West Virginia","13-2051","Financial analysts",NA,"260","28.78","59860"
"OR","Oregon","53-5021","Captains, mates, and pilots of water vessels",NA,"260","28.81","59930"
"IL","Illinois","19-1031","Conservation scientists",NA,"260","28.83","59970"
"MO","Missouri","11-9039","Education administrators, all other",NA,"260","28.91","60140"
"MS","Mississippi","11-2011","Advertising and promotions managers",NA,"260","29.07","60470"
"MD","Maryland","27-1019","Artists and related workers, all other",NA,"260","29.29","60920"
"MT","Montana","33-1012","First-line supervisors/managers of police and detectives",NA,"260","29.37","61080"
"VA","Virginia","19-1032","Foresters",NA,"260","29.58","61520"
"UT","Utah","49-2095","Electrical and electronics repairers, powerhouse, substation, and relay",NA,"260","29.66","61700"
"WY","Wyoming","17-2081","Environmental engineers",NA,"260","30.18","62770"
"CT","Connecticut","53-5021","Captains, mates, and pilots of water vessels",NA,"260","31.06","64600"
"VI","Virgin Islands","51-1011","First-line supervisors/managers of production and operating workers",NA,"260","31.37","65250"
"MT","Montana","11-3071","Transportation, storage, and distribution managers",NA,"260","31.43","65370"
"NV","Nevada","11-3041","Compensation and benefits managers",NA,"260","31.49","65500"
"OR","Oregon","49-2095","Electrical and electronics repairers, powerhouse, substation, and relay",NA,"260","31.99","66550"
"AK","Alaska","17-1011","Architects, except landscape and naval",NA,"260","32.06","66680"
"RI","Rhode Island","27-2012","Producers and directors",NA,"260","32.23","67030"
"CO","Colorado","53-6051","Transportation inspectors",NA,"260","32.78","68190"
"NM","New Mexico","19-2031","Chemists",NA,"260","32.93","68500"
"KY","Kentucky","41-9031","Sales engineers",NA,"260","33.61","69910"
"AK","Alaska","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"260","34.16","71050"
"ND","North Dakota","11-2021","Marketing managers",NA,"260","35.32","73460"
"AR","Arkansas","11-3042","Training and development managers",NA,"260","35.91","74690"
"IA","Iowa","17-2041","Chemical engineers",NA,"260","35.99","74860"
"ME","Maine","17-2071","Electrical engineers",NA,"260","36.04","74970"
"RI","Rhode Island","15-1061","Database administrators",NA,"260","36.91","76770"
"DE","Delaware","29-1071","Physician assistants",NA,"260","38.80","80710"
"MI","Michigan","17-2011","Aerospace engineers",NA,"260","38.86","80830"
"WV","West Virginia","11-2021","Marketing managers",NA,"260","40.46","84150"
"OH","Ohio","17-2171","Petroleum engineers",NA,"260","42.15","87670"
"TN","Tennessee","17-2131","Materials engineers",NA,"260","42.76","88950"
"MD","Maryland","15-2011","Actuaries",NA,"260","46.23","96150"
"AR","Arkansas","29-1199","Health diagnosing and treating practitioners, all other",NA,"260","46.25","96210"
"UT","Utah","29-1041","Optometrists",NA,"260","51.08","106250"
"VT","Vermont","19-1042","Medical scientists, except epidemiologists",NA,"260","53.48","111230"
"DE","Delaware","11-3041","Compensation and benefits managers",NA,"260","54.03","112380"
"AK","Alaska","17-2171","Petroleum engineers",NA,"260","57.68","119970"
"PR","Puerto Rico","39-3021","Motion picture projectionists",NA,"260","7.00","14570"
"GU","Guam","43-4081","Hotel, motel, and resort desk clerks",NA,"260","7.27","15110"
"GU","Guam","35-3011","Bartenders",NA,"260","7.43","15450"
"TX","Texas","29-1022","Oral and maxillofacial surgeons",NA,"260","73.85","153620"
"PR","Puerto Rico","51-4199","Metal workers and plastic workers, all other",NA,"260","8.16","16980"
"PR","Puerto Rico","39-9099","Personal care and service workers, all other",NA,"260","8.44","17560"
"ME","Maine","33-9092","Lifeguards, ski patrol, and other recreational protective service workers",NA,"260","8.68","18050"
"NC","North Carolina","35-2019","Cooks, all other",NA,"260","8.85","18400"
"SD","South Dakota","39-2021","Nonfarm animal caretakers",NA,"260","9.03","18780"
"CT","Connecticut","39-5093","Shampooers",NA,"260","9.26","19250"
"NE","Nebraska","51-9132","Photographic processing machine operators",NA,"260","9.34","19430"
"NH","New Hampshire","35-2019","Cooks, all other",NA,"260","9.86","20510"
"AR","Arkansas","31-2022","Physical therapist aides",NA,"260","9.88","20550"
"MO","Missouri","39-6032","Transportation attendants, except flight attendants and baggage porters",NA,"260","9.97","20740"
"NE","Nebraska","31-9095","Pharmacy aides",NA,"260","9.98","20760"
"SD","South Dakota","43-4071","File clerks",NA,"260","9.98","20760"
"SD","South Dakota","29-1067","Surgeons",NA,"260","95.37","198380"
"NV","Nevada","29-1063","Internists, general",NA,"260","95.98","199640"
"FL","Florida","51-3022","Meat, poultry, and fish cutters and trimmers",NA,"2600","10.46","21760"
"AL","Alabama","51-6063","Textile knitting and weaving machine setters, operators, and tenders",NA,"2600","10.65","22160"
"AK","Alaska","37-2012","Maids and housekeeping cleaners",NA,"2600","11.22","23330"
"VT","Vermont","53-7062","Laborers and freight, stock, and material movers, hand",NA,"2600","11.70","24340"
"OR","Oregon","41-9041","Telemarketers",NA,"2600","11.79","24520"
"MN","Minnesota","49-9098","Helpers--installation, maintenance, and repair workers",NA,"2600","12.53","26070"
"IN","Indiana","31-9094","Medical transcriptionists",NA,"2600","14.36","29870"
"MO","Missouri","43-9199","Office and administrative support workers, all other",NA,"2600","14.44","30030"
"TN","Tennessee","51-4011","Computer-controlled machine tool operators, metal and plastic",NA,"2600","15.42","32070"
"TX","Texas","23-2092","Law clerks",NA,"2600","18.44","38360"
"TX","Texas","29-2054","Respiratory therapy technicians",NA,"2600","19.47","40490"
"MD","Maryland","35-1011","Chefs and head cooks",NA,"2600","20.37","42370"
"NV","Nevada","29-2061","Licensed practical and licensed vocational nurses",NA,"2600","20.97","43610"
"NJ","New Jersey","19-4021","Biological technicians",NA,"2600","21.96","45670"
